line,station,property_name,bedrooms,livingrooms,building_area,directions1,directions2,decoration,has_elevator,hml,building_height,building_year,building_style,building_location,price_sqm,price_ttl,house,house2
8号线,黄兴路,控江路1200弄,1,1,35.22,南,,毛坯,0,低,5,2001,板楼,控江路,78081,275,0,0
9号线,中春路,万兆家园(五期),3,2,131.23,南,,简装,1,中,11,2005,板楼,七宝,57914,760,0,0
7号线,新村路,南泉苑,1,1,39.37,南,,简装,0,低,6,1988,板楼,甘泉宜川,55881,220,0,0
10号线(新江湾城-航中路),龙溪路,程桥二村,1,1,43.39,南,,毛坯,0,高,6,1989,板楼,西郊,48399,210,0,0
12号线,大连路,飞虹路723弄,2,1,52,南,北,简装,0,高,6,1981,板楼,周家嘴路,57693,300,0,0
9号线,芳甸路,中新家园,2,2,71.66,南,,精装,0,低,6,1999,板楼,洋泾,95591,685,0,0
6号线,博兴路,锦河苑,3,2,106.58,南,,简装,0,中,6,2000,板楼,金桥,61926,660,0,0
3号线,赤峰路,何家宅小区,1,0,31.44,南,,简装,0,低,6,1987,板楼,鲁迅公园,65204,205,0,0
12号线,大连路,临潼苑,3,2,165.08,东南,,精装,0,高,4,2003,板楼,北外滩,79962,1320,0,0
8号线,嫩江路,民星路536号,2,1,59,南,,简装,0,高,6,1993,板楼,中原,59323,350,0,0
10号线(新江湾城-虹桥火车站),江湾体育场,翔殷大楼,2,1,67.09,东南,,其他,1,低,14,1989,塔楼,中原,55896,375,0,0
6号线,云山路,金杨新村五街坊,2,1,57.11,南,北,简装,0,中,6,1994,板楼,金杨,56908,325,0,0
7号线,场中路,乾溪新村,2,1,54.5,南,,毛坯,0,低,6,1994,板楼,大场镇,42753,233,0,0
11号线(花桥-三林),江苏路,尚泰里,2,2,92.43,北,,精装,1,中,28,1997,塔楼,镇宁路,89798,830,0,0
6号线,博兴路,兰城小区,2,1,59.35,南,,简装,0,低,6,1995,板楼,金桥,55603,330,0,0
11号线(花桥-三林),江苏路,镇宁路405弄,2,1,75.44,南,,精装,0,低,7,1992,板楼,镇宁路,72906,550,0,0
6号线,蓝村路,贵龙园,3,2,124,南,北,精装,1,低,18,2001,板楼,塘桥,76613,950,0,0
12号线,龙华中路,广汇花苑,3,2,131.3,南,,精装,1,高,27,1998,塔楼,徐家汇,67023,880,0,0
10号线(新江湾城-虹桥火车站),殷高东路,绿地海珀璞晖,2,2,88.28,南,,精装,1,低,18,2014,塔楼,新江湾城,99683,880,0,0
12号线,嘉善路,汇成桂苑,3,0,102.53,南,,精装,0,中,7,1999,板楼,斜土路,80757,828,0,0
7号线,锦绣路,陆家嘴锦绣前城,3,2,117.07,南,,精装,1,中,24,2016,板楼,北蔡,97293,1139,0,0
13号线,新天地,科普大楼,2,1,67.84,南,,精装,1,低,12,1998,塔楼,新天地,97288,660,0,0
11号线(嘉定北-迪士尼),浦三路,环球翡翠湾花园(公寓),3,2,135.98,南,,精装,1,低,16,2006,板楼,三林,57362,780,0,0
5号线,金平路,鹤明小区,2,1,51.14,东南,,简装,0,高,6,1985,板楼,老闵行,28941,148,0,0
9号线,中春路,水清年华花园,2,2,92.47,南,北,精装,1,中,11,2009,板楼,七宝,56235,520,0,0
9号线,金桥,永业小区,1,1,48.43,南,,简装,0,高,6,1994,板楼,金桥,44394,215,0,0
13号线,马当路,银杏家园,3,2,141.9,南,北,精装,1,高,14,2000,板楼,五里桥,76110,1080,0,0
11号线(花桥-三林),真如,市政馨苑,2,1,73.18,南,,精装,0,中,7,1999,板楼,真如,62859,460,0,0
7号线,高科西路,逸翠公馆,2,2,93,南,北,精装,1,低,24,2011,塔楼,世博,65592,610,0,0
12号线,宁国路,天马大厦,3,1,133.58,南,,其他,1,低,24,1998,塔楼,周家嘴路,46415,620,0,0
8号线,中兴路,绿洲雅宾利花园(一期),2,2,99.21,南,,精装,1,低,32,2007,板楼,西藏北路,90717,900,0,0
3号线,水产路,海滨新村,2,1,51.06,南,,毛坯,0,高,6,1986,板楼,淞宝,34274,175,0,0
6号线,云山路,黄山始信苑,2,1,67.64,南,北,精装,0,低,6,1998,板楼,金杨,85749,580,0,0
8号线,人民广场,威海苑,3,2,126.88,暂无数据,,精装,1,高,18,1999,塔楼,人民广场,95524,1212,0,0
10号线(新江湾城-虹桥火车站),四平路,振新大厦,3,2,154.98,东南,,其他,1,高,21,1994,塔楼,曲阳,51620,800,0,0
10号线(新江湾城-虹桥火车站),虹桥路,凯旋一村,1,1,37.59,南,,简装,0,低,6,1989,板楼,徐家汇,114393,430,0,0
7号线,行知路,龙盛佳苑,2,1,65.25,南,,精装,1,低,15,2011,塔楼,阳城,68966,450,0,0
7号线,镇坪路,太浜巷小区,2,1,65.16,南,,简装,0,高,6,1989,板楼,光新,54482,355,0,0
13号线,马当路,兴林公寓,2,2,122.99,暂无数据,,精装,1,高,26,1999,塔楼,老西门,77080,948,0,0
16号线,惠南,东城花苑一村,2,2,88.68,南,,精装,0,低,5,1999,板楼,惠南,26500,235,0,0
11号线(花桥-三林),桃浦新村,桃浦一村瑞香苑,2,0,54.49,南,,简装,0,中,5,1987,板楼,桃浦,37622,205,0,0
8号线,耀华路,上南五村,2,1,52.1,南,北,简装,0,高,6,1984,板楼,世博,57198,298,0,0
13号线,长寿路,宝华城市晶典,2,2,97.47,南,,精装,1,中,28,2009,板楼,长寿路,94901,925,0,0
12号线,漕宝路,科苑新村,1,1,35.38,南,,精装,0,高,6,1990,板楼,康健,93274,330,0,0
8号线,鞍山新村,本溪路136弄,3,1,81.49,南,,毛坯,0,高,6,1986,板楼,鞍山,61112,498,0,0
1号线,新闸路,达安城,3,2,116.5,南,,精装,1,中,28,1998,塔楼,南京西路,85837,1000,0,0
7号线,静安寺,四和花园,1,1,37.38,南,,精装,0,低,6,1990,板楼,曹家渡,139112,520,0,0
12号线,隆昌路,明丰苑,2,1,75.44,南,,简装,0,高,6,1997,板楼,周家嘴路,59651,450,0,0
10号线(新江湾城-虹桥火车站),邮电新村,祥东小区(虹口),2,0,42.24,南,,精装,0,低,6,1982,板楼,曲阳,67472,285,0,0
13号线,淮海中路,襄阳北路22弄,2,2,90.4,南,,其他,0,中,4,1930,板楼,静安寺,127213,1150,0,0
9号线,小南门,绿城黄浦湾,4,2,284.89,南,,精装,1,低,28,2012,板楼,黄浦滨江,129875,3700,0,0
4号线,中潭路,中远两湾城,3,2,126.36,南,,精装,1,高,34,2002,板楼,中远两湾城,69643,880,0,0
6号线,临沂新村,龙阳花苑,2,2,81.99,南,北,精装,0,中,6,1998,板楼,南码头,74400,610,0,0
13号线,东明路,大华锦绣华城(四街区),2,2,80.76,南,,简装,1,低,18,2010,板楼,北蔡,73799,596,0,0
10号线(新江湾城-虹桥火车站),邮电新村,瑞虹新城二期(优贤生活),2,2,86.61,东北,,简装,1,低,39,2005,塔楼,临平路,81631,707,0,0
12号线,大木桥路,东安一村,3,1,102.2,南,,精装,0,中,5,1958,板楼,徐家汇,60177,615,0,0
6号线,云山路,云山星座苑,2,2,98.7,南,,简装,1,中,13,2005,板楼,金杨,84094,830,0,0
4号线,鲁班路,申龙大楼,2,1,77.24,南,,简装,1,中,16,1989,塔楼,世博滨江,78716,608,0,0
5号线,银都路,银都新村(8至10区),2,1,56.65,南,北,简装,0,高,6,1995,板楼,颛桥,45014,255,0,0
12号线,隆昌路,双阳公寓,3,2,134.71,南,,简装,1,低,14,2001,板楼,周家嘴路,53820,725,0,0
9号线,商城路,天后宫大楼,2,1,72.39,南,,精装,1,中,24,1989,塔楼,陆家嘴,66308,480,0,0
7号线,静安寺,新闸大厦,2,2,119.71,南,,精装,1,低,26,2001,塔楼,静安寺,75182,900,0,0
7号线,昌平路,贤居天下,2,2,103.54,南,,精装,1,低,25,2004,板楼,江宁路,115898,1200,0,0
6号线,浦电路,香榭丽花园,3,2,161.4,南,,精装,1,中,20,2001,板楼,源深,77448,1250,0,0
13号线,武宁路,达安花园,3,2,121.91,南,,精装,1,低,28,2003,板楼,曹家渡,86130,1050,0,0
13号线,长寿路,新丰小区,1,0,40.58,东,,简装,0,低,7,1995,板楼,江宁路,71464,290,0,0
12号线,顾戴路,万源城尚郡,3,2,87.56,南,,精装,1,低,30,2012,板楼,古美,82801,725,0,0
10号线(新江湾城-虹桥火车站),上海图书馆,乌中小区,1,1,39.91,南,,简装,0,低,1,1946,板楼,衡山路,105237,420,0,0
1号线,新闸路,中福城,3,2,184.69,南,,精装,1,中,27,2005,板楼,南京东路,97461,1800,0,0
12号线,宁国路,六达苑,2,2,82.75,南,,简装,0,高,6,1997,板楼,周家嘴路,58007,480,0,0
13号线,新天地,百汇大厦,2,1,74.79,南,,简装,1,高,23,1994,塔楼,五里桥,86911,650,0,0
9号线,打浦桥,桃源兴城苑,1,2,64.67,南,,精装,1,高,8,2004,板楼,五里桥,137622,890,0,0
10号线(新江湾城-虹桥火车站),五角场,华美达酒店式公寓,1,0,36.54,北,,精装,1,中,21,2008,塔楼,黄兴公园,21894,80,0,0
7号线,静安寺,云和花园,1,1,67.28,东南,,精装,1,低,32,2005,塔楼,曹家渡,108205,728,0,0
10号线(新江湾城-虹桥火车站),邮电新村,虹诚大厦,5,2,215.04,南,,毛坯,1,高,23,2001,板楼,临平路,41621,895,0,0
浦江线,浦航路,欣佳宝邸,1,1,57.32,南,,毛坯,1,低,14,2011,板楼,浦江,31752,182,0,0
9号线,松江大学城,绿地蔷薇九里(别墅),3,2,114,南,,精装,0,低,3,2010,板楼,松江大学城,57457,655,0,0
17号线,汇金路,宜达新居,2,1,77.35,南,,其他,0,低,6,2006,板楼,夏阳,36200,280,0,0
9号线,世纪大道,泉东小区,1,1,41.65,南,,简装,0,高,6,1987,板楼,潍坊,112846,470,0,0
4号线,鲁班路,开城新苑,2,2,126.37,南,,精装,1,低,28,2002,板楼,五里桥,88629,1120,0,0
7号线,岚皋路,太浜巷小区,1,1,40.29,南,,精装,0,中,6,1985,板楼,光新,54605,220,0,0
13号线,长清路,上南二村,3,1,63.62,南,,简装,0,高,6,1982,板楼,世博,60516,385,0,0
10号线(新江湾城-虹桥火车站),江湾体育场,四平路2100弄,2,0,48.25,南,,简装,0,低,6,1985,板楼,五角场,64249,310,0,0
4号线,上海体育场,科汇公寓,1,1,49.58,南,,简装,1,低,18,1991,塔楼,徐家汇,86729,430,0,0
10号线(新江湾城-虹桥火车站),豫园,瑞福小区,2,1,72.75,西南,,精装,1,高,23,1990,塔楼,豫园,86598,630,0,0
13号线,世博会博物馆,融创滨江壹号院,3,2,172.95,南,,精装,1,中,27,2012,板楼,世博滨江,98295,1700,0,0
浦江线,闵瑞路,浦江丽都,2,2,74.51,南,,简装,1,中,14,2008,板楼,浦江,32479,242,0,0
13号线,南京西路,泰兴大楼,4,2,203.81,南,,精装,0,高,7,1924,板楼,南京西路,112851,2300,0,0
9号线,曹路,星金家园,2,2,81.96,东南,南,精装,1,低,10,2012,板楼,曹路,37824,310,0,0
4号线,南浦大桥,瞿溪路115-131号,2,0,48.11,南,,简装,0,低,6,1961,板楼,蓬莱公园,62358,300,0,0
16号线,龙阳路,万邦都市花园,5,2,209.71,南,北,精装,1,高,11,2001,板楼,北蔡,75343,1580,0,0
13号线,淮海中路,云海苑,4,2,290.4,西,,精装,1,高,28,2002,板塔结合,南京西路,84023,2440,0,0
10号线(新江湾城-虹桥火车站),伊犁路,中东小区,2,0,53.44,南,,简装,0,低,6,1980,板楼,新华路,62688,335,0,0
1号线,黄陂南路,生源里,1,1,36.3,南,北,简装,0,中,6,1976,板楼,新天地,97797,355,0,0
10号线(新江湾城-虹桥火车站),四平路,邮电新村,2,0,42.56,南,,其他,0,中,5,1953,板楼,曲阳,57566,245,0,0
3号线,赤峰路,友谊二村,1,1,35.37,北,,精装,0,中,5,1960,板楼,凉城,49477,175,0,0
6号线,蓝村路,航运小区,2,1,53.07,南,北,精装,0,高,6,1992,板楼,塘桥,60298,320,0,0
6号线,蓝村路,南泉小区,1,1,31.65,南,,简装,0,高,6,1984,板楼,塘桥,64771,205,0,0
16号线,鹤沙航城,汇善嘉苑,2,1,74.99,南,北,其他,1,低,20,2013,板楼,新场,36805,276,0,0
12号线,东陆路,五莲一小区,2,1,59.24,南,,简装,0,中,6,1990,板楼,金桥,48110,285,0,0
4号线,临平路,宏伦大厦,3,2,138.6,南,,简装,1,中,14,1997,板楼,临平路,54835,760,0,0
8号线,黄兴路,林厦小区,2,1,55.29,南,,简装,0,高,6,1988,板楼,周家嘴路,44855,248,0,0
7号线,静安寺,骏豪国际,1,1,50.54,南,,简装,1,中,29,2004,塔楼,南京西路,79146,400,0,0
9号线,肇嘉浜路,汇成桂苑,3,2,102.53,南,,简装,0,高,7,1999,板楼,斜土路,79977,820,0,0
11号线(花桥-三林),徐家汇,王家堂小区,2,1,56.31,南,北,精装,0,中,6,1983,板楼,徐家汇,92346,520,0,0
8号线,西藏南路,鲁班大楼,2,1,86.61,西,,精装,1,中,24,1990,塔楼,世博滨江,67545,585,0,0
4号线,塘桥,南泉小区,2,1,39.91,南,,精装,0,高,6,1989,板楼,塘桥,54874,219,0,0
8号线,凌兆新村,岭南苑(凌兆路99弄),2,1,69.09,南,,精装,0,高,6,2002,板楼,三林,57172,395,0,0
8号线,翔殷路,翔殷三村,2,1,67.29,南,,简装,0,中,6,1999,板楼,中原,60634,408,0,0
4号线,上海火车站,凯鹏国际大厦,3,1,115.72,东,南,精装,1,高,25,2000,塔楼,西藏北路,53405,618,0,0
10号线(新江湾城-虹桥火车站),老西门,兴林公寓,2,2,107.45,南,,简装,1,低,26,2005,板楼,老西门,74454,800,0,0
13号线,陈春路,玉兰小区,2,1,76.88,南,,精装,0,高,6,1995,板楼,北蔡,48127,370,0,0
11号线(花桥-三林),安亭,紫荆四村,2,1,67,南,,其他,0,高,6,1994,板楼,安亭,25672,172,0,0
6号线,浦电路,潍坊九村,1,1,37.06,南,,精装,0,低,6,1987,板楼,潍坊,113330,420,0,0
10号线(新江湾城-虹桥火车站),宋园路,皇家花园,3,2,136.41,南,北,精装,1,低,36,2007,板楼,虹桥,92369,1260,0,0
11号线(嘉定北-迪士尼),浦三路,明丰花园,2,1,60.59,南,,简装,0,低,6,2002,板楼,三林,55307,335.1,0,0
13号线,陈春路,北中路280弄,3,1,102.45,南,,简装,0,低,6,1992,板楼,北蔡,53685,550,0,0
16号线,惠南,西北新村,2,1,60.44,南,,简装,0,中,5,1983,板楼,惠南,26473,160,0,0
12号线,巨峰路,伟业金锦苑三村,1,1,57.34,南,,简装,0,低,6,2003,板楼,金桥,56680,325,0,0
16号线,龙阳路,四季全景台,2,2,124,南,北,精装,1,中,20,2005,板楼,花木,96775,1200,0,0
8号线,江浦路,伊东苑,2,2,90.66,南,,精装,0,高,6,1999,板楼,鞍山,86919,788,0,0
6号线,金桥路,金杨新村九街坊,3,1,76.57,南,,毛坯,0,高,5,1993,板楼,金杨,50281,385,0,0
12号线,龙华,周家湾小区,2,1,49.89,南,北,精装,0,中,6,1980,板楼,龙华,70155,350,0,0
12号线,陕西南路,太原小区,2,0,50.01,南,,精装,0,低,4,1976,板楼,建国西路,149971,750,0,0
12号线,虹梅路,中友嘉园,1,1,56.69,南,,简装,1,中,17,2005,塔楼,古美,63504,360,0,0
10号线(新江湾城-虹桥火车站),新江湾城,保辉香景园,3,2,138.5,南,,精装,1,低,17,2012,板楼,新江湾城,90253,1250,0,0
6号线,浦电路,百富达公寓,3,2,123,南,,精装,1,中,21,1998,板楼,陆家嘴,68293,840,0,0
8号线,翔殷路,宏翔公寓,1,1,57.4,南,,简装,1,高,7,1999,板楼,黄兴公园,54879,315,0,0
4号线,南浦大桥,精文苑,3,2,100.98,南,北,精装,1,中,7,2001,板楼,世博滨江,123787,1250,0,0
13号线,长清路,上钢八九村,1,1,37.4,南,,简装,0,中,6,1986,板楼,世博,50803,190,0,0
13号线,马当路,幸运福邸,3,2,135.98,南,,精装,1,低,32,2000,板楼,老西门,69496,945,0,0
4号线,中山公园,金阳小区,1,1,46.77,南,,简装,0,高,7,1987,板楼,中山公园,67351,315,0,0
13号线,金沙江路,长风二村长风馨苑,2,1,42.24,南,,精装,0,中,6,1984,板楼,长风,59896,253,0,0
12号线,东陆路,伟业金锦苑二村,1,1,57.28,南,,简装,0,高,6,2003,板楼,金桥,54470,312,0,0
1号线,宝安公路,荣域飘鹰锦和花园(公寓),2,2,80.45,南,,精装,1,低,14,2011,板楼,杨行,45619,367,0,0
7号线,昌平路,静安豪景苑,2,2,116.4,南,,精装,1,中,39,2012,板塔结合,江宁路,129726,1510,0,0
10号线(新江湾城-虹桥火车站),南京东路,松柏公寓,2,1,68.18,东南,,精装,1,低,21,1992,塔楼,南京东路,77003,525,0,0
5号线,颛桥,繁盛苑,3,2,112,南,北,毛坯,0,低,6,2003,板楼,颛桥,38393,430,0,0
5号线,金平路,碧江路400弄,2,1,98.42,南,,简装,0,中,6,1997,板楼,老闵行,28450,280,0,0
8号线,曲阳路,密云路471弄,1,1,37.53,南,,简装,0,低,6,1986,板楼,曲阳,62617,235,0,0
6号线,五莲路,东方丽景,2,2,96.84,南,,精装,1,中,13,2005,板楼,金桥,67122,650,0,0
13号线,马当路,老西门新苑,2,2,109.08,东,南,精装,1,中,34,2006,板楼,老西门,96260,1050,0,0
13号线,武宁路,蓝朝部落,1,0,32.76,东北,,精装,1,中,31,2002,塔楼,曹家渡,91576,300,0,0
5号线,颛桥,颛溪七村,2,1,64.63,南,,简装,0,高,6,1994,板楼,颛桥,36361,235,0,0
6号线,高青路,桃李家园,2,1,63.68,南,,精装,0,高,5,1998,板楼,三林,60459,385,0,0
13号线,马当路,巴士小区,2,1,92.66,南,,简装,0,高,7,1992,板楼,新天地,88496,820,0,0
8号线,江浦路,控江路1209号,2,1,75.01,东南,,简装,1,高,19,1994,塔楼,周家嘴路,57326,430,0,0
12号线,大木桥路,日晖六村,1,1,34.28,北,,简装,0,中,5,1958,板楼,斜土路,54843,188,0,0
10号线(新江湾城-虹桥火车站),水城路,美丽华花园(公寓),4,2,223.16,东南,,精装,1,中,17,1996,板楼,古北,60495,1350,0,0
7号线,新村路,品尊国际,4,2,205,南,北,精装,1,中,32,2011,板楼,真如,90244,1850,0,0
9号线,陆家浜路,明日星城,2,2,97.11,南,,精装,1,中,33,2011,板楼,董家渡,100917,980,0,0
8号线,延吉中路,延吉五村,1,1,35.72,南,,简装,0,高,6,1985,板楼,黄兴公园,57391,205,0,0
12号线,陕西南路,延安中路955弄,1,1,47.01,南,,其他,0,高,6,1980,板楼,静安寺,109552,515,0,0
8号线,西藏南路,融创滨江壹号院,3,2,120.41,南,北,精装,1,低,35,2001,塔楼,世博滨江,97999,1180,0,0
3号线,大柏树,商洛小区,1,1,35.23,南,,其他,0,中,5,1958,板楼,凉城,49674,175,0,0
10号线(新江湾城-虹桥火车站),伊犁路,联建新村(长宁),3,1,74.22,南,,简装,0,中,5,1965,板楼,虹桥,61978,460,0,0
11号线(花桥-三林),徐家汇,零陵小区,1,1,45.1,南,,简装,0,中,5,1975,板楼,徐家汇,75389,340,0,0
12号线,龙华中路,东安一村,1,0,38.06,南,,简装,0,低,5,1956,板楼,徐家汇,68314,260,0,0
8号线,江浦路,靖宇南路5弄,2,1,52.68,南,北,简装,0,中,6,1987,板楼,控江路,82575,435,0,0
11号线(花桥-三林),真如,水塘小区,1,0,32.93,南,,其他,0,高,6,1989,板楼,真如,54662,180,0,0
13号线,祁连山南路,丽景新苑,2,1,67.11,南,,精装,0,高,7,1999,板楼,丰庄,43958,295,0,0
9号线,合川路,静安新城五区,1,1,54.32,南,,简装,0,高,6,1997,板楼,静安新城,61672,335,0,0
12号线,巨峰路,伟业金锦苑三村,2,1,79.02,南,,简装,0,高,6,2003,板楼,金桥,54417,430,0,0
7号线,东安路,徐家汇花园,3,2,168.67,南,西,精装,1,低,18,2002,板楼,徐家汇,77074,1300,0,0
11号线(花桥-三林),龙耀路,龙南三四村,3,1,91.39,南,,简装,0,高,6,1993,板楼,龙华,51428,470,0,0
2号线,北新泾,南洋新都,4,2,164.23,南,北,精装,1,中,12,2002,板楼,天山,79158,1300,0,0
7号线,静安寺,云和花园,1,1,69.31,东南,,精装,1,高,32,2005,塔楼,曹家渡,100996,700,0,0
5号线,剑川路,银春小区,3,1,78.53,南,,精装,0,高,6,2004,板楼,颛桥,36292,285,0,0
2号线,北新泾,天山新苑,1,1,54.41,南,,精装,0,中,6,1999,板楼,天山,79030,430,0,0
11号线(花桥-三林),李子园,李子园公寓,1,1,43.72,南,北,精装,0,高,6,1996,板楼,桃浦,41172,180,0,0
8号线,西藏南路,黄浦新苑(公寓),2,2,122.86,南,,精装,1,低,30,2001,板楼,蓬莱公园,99301,1220,0,0
4号线,延安西路,中紫小区,2,1,84.19,南,,精装,1,中,32,1996,塔楼,虹桥,68892,580,0,0
7号线,高科西路,东明家园,2,2,112.35,南,,简装,1,高,28,2005,板楼,世博,68981,775,0,0
8号线,江浦路,同济绿园,2,2,101.6,南,,精装,1,中,18,2001,板楼,鞍山,83465,848,0,0
10号线(新江湾城-虹桥火车站),四平路,大西小区,1,1,36.8,南,,其他,0,高,6,1975,板楼,曲阳,58424,215,0,0
13号线,东明路,云台路255弄,2,1,64.78,南,,简装,0,高,6,1994,板楼,世博,57117,370,0,0
9号线,商城路,陈家宅小区(潍坊西路),2,1,92.9,南,,简装,1,中,20,1995,板楼,陆家嘴,68892,640,0,0
13号线,祁连山南路,金沙雅苑(三期),4,2,181.47,南,北,精装,1,高,11,2004,板楼,长征,62270,1130,0,0
13号线,大渡河路,芝巷小区,1,0,31.73,西,,精装,0,中,6,1995,板楼,长风,81312,258,0,0
7号线,云台路,云台大厦,2,2,109.8,南,,精装,1,中,28,2003,塔楼,世博,54645,600,0,0
5号线南延伸段,江川路,高华小区,1,1,38.2,南,,简装,0,低,5,1981,板楼,老闵行,34032,130,0,0
1号线,中山北路,芷江西路453弄,1,1,39.79,南,,精装,0,中,6,1994,板楼,不夜城,70370,280,0,0
11号线(花桥-三林),上海游泳馆,中山南二路960弄,2,0,45.51,南,北,精装,0,高,6,1985,板楼,万体馆,74709,340,0,0
9号线,合川路,静安新城七区,3,2,125.1,南,,精装,1,中,8,2001,板楼,静安新城,70344,880,0,0
5号线,莘庄,春申城四季苑,3,2,117.26,南,,简装,0,高,5,1998,板楼,莘庄,52874,620,0,0
12号线,龙漕路,徐汇苑,3,2,207,南,北,精装,1,低,22,2009,板楼,龙华,102416,2120,0,0
4号线,中山公园,凯欣豪园,2,2,107.52,东南,,精装,1,中,38,2008,板楼,中山公园,107887,1160,0,0
4号线,上海体育场,徐汇苑,4,2,189.79,南,,精装,1,中,32,2003,板楼,龙华,83250,1580,0,0
6号线,五莲路,沪东花苑,2,1,68.21,南,,简装,0,高,6,1995,板楼,金桥,45155,308,0,0
12号线,东陆路,五莲一小区,1,1,44.88,南,,精装,0,中,6,1990,板楼,金桥,47906,215,0,0
10号线(新江湾城-虹桥火车站),豫园,新地苑,3,2,155.12,南,,精装,1,中,29,1999,板楼,豫园,83807,1300,0,0
8号线,黄兴路,双阳公寓,1,1,42,北,,精装,1,高,14,2001,板楼,周家嘴路,55953,235,0,0
3号线,大柏树,水电小区,1,1,32,南,,精装,0,中,6,1987,板楼,凉城,56250,180,0,0
6号线,德平路,香山新村东北街坊,1,1,43.57,南,,毛坯,0,低,6,1995,板楼,金杨,57379,250,0,0
5号线,春申路,春申城四季苑,4,3,214.17,南,,简装,1,高,11,1998,板楼,莘庄,46599,998,0,0
7号线,镇坪路,岚皋大楼,2,1,65.32,东,,简装,1,高,24,1991,塔楼,光新,64299,420,0,0
16号线,龙阳路,古北御庭,3,2,146.79,南,,精装,1,低,19,2013,板楼,北蔡,95375,1400,0,0
13号线,武宁路,康定路991号,2,1,71.44,南,,精装,0,高,7,1993,板楼,曹家渡,82587,590,0,0
1号线,延长路,宁和小区,2,1,64.6,南,,简装,0,中,6,1992,板楼,大宁,85140,550,0,0
7号线,昌平路,九茂小区,1,1,45.88,东南,,其他,0,高,6,1985,板楼,长寿路,74107,340,0,0
9号线,星中路,三佳花苑,1,1,38.47,南,,简装,0,高,6,1995,板楼,七宝,87861,338,0,0
2号线,陆家嘴,仁恒滨江园,3,2,165.76,西南,,精装,1,低,33,2001,板楼,陆家嘴,94716,1570,0,0
8号线,翔殷路,长海二村,2,1,72.16,南,,精装,0,高,6,1996,板楼,中原,57512,415,0,0
12号线,大木桥路,中山新村,1,1,42.07,南,,精装,0,中,6,1986,板楼,斜土路,73212,308,0,0
7号线,东安路,东安一村,2,2,79.2,南,,精装,0,高,6,1958,板楼,徐家汇,63132,500,0,0
12号线,龙华,临江豪园,2,2,104.28,南,,精装,1,高,23,2007,板楼,龙华,103568,1080,0,0
1号线,延长路,延铁小区,1,0,35.24,南,,精装,0,高,6,1983,板楼,大宁,83712,295,0,0
12号线,龙华中路,宛南五村,1,1,39.07,南,,毛坯,0,高,6,1980,板楼,龙华,103661,405,0,0
1号线,中山北路,中兴财富国际公寓,2,2,83.78,南,西,精装,1,中,34,2005,塔楼,不夜城,81165,680,0,0
10号线(新江湾城-虹桥火车站),宋园路,长虹小区,2,1,52.88,南,,精装,0,高,6,1985,板楼,新华路,64297,340,0,0
12号线,大木桥路,东安一村,2,1,50.18,南,,精装,0,高,6,1990,板楼,徐家汇,69351,348,0,0
4号线,南浦大桥,东元坊,1,1,43.86,南,,精装,1,高,29,2014,板楼,蓬莱公园,98040,430,0,0
4号线,中山公园,武夷花园,3,2,133.14,南,北,其他,1,低,12,2002,板楼,中山公园,92384,1230,0,0
8号线,中兴路,绿地海悦,1,1,57.18,南,,精装,1,高,29,2004,塔楼,西藏北路,36727,210,0,0
8号线,曲阳路,玉田新村,2,1,48.44,南,,简装,0,高,5,1983,板楼,曲阳,59455,288,0,0
4号线,临平路,香港丽园,3,2,137.41,南,北,其他,1,高,32,2001,塔楼,临平路,69864,960,0,0
12号线,巨峰路,证大家园(三期),2,2,88.22,南,,精装,0,低,6,2005,板楼,金桥,73680,650,0,0
4号线,延安西路,三泾北宅小区,1,1,38.31,南,,简装,0,高,6,1993,板楼,中山公园,69173,265,0,0
13号线,长寿路,新丰小区,1,0,40.58,东,,简装,0,低,7,1995,板楼,江宁路,71464,290,0,0
5号线,颛桥,众众德尚世嘉,2,2,93.27,南,,精装,0,低,6,2006,板楼,颛桥,45567,425,0,0
13号线,武宁路,高荣小区,1,1,56.29,南,,简装,1,高,24,1991,塔楼,曹家渡,90603,510,0,0
13号线,张江路,黄浦花园,2,1,76.51,南,,简装,0,中,6,1998,板楼,张江,47053,360,0,0
6号线,云山路,黄山新村,3,2,91.85,南,,精装,0,高,6,1998,板楼,金杨,64018,588,0,0
13号线,东明路,恒大小区,2,1,65.57,南,北,精装,0,低,6,1996,板楼,世博,53379,350,0,0
4号线,塘桥,龙阳小区,1,1,40.43,南,,精装,0,高,6,1992,板楼,塘桥,64309,260,0,0
7号线,昌平路,达安花园,4,2,177.28,南,,精装,1,低,17,2004,板楼,曹家渡,84612,1500,0,0
1号线,衡山路,五原小区,2,2,83.6,南,,精装,0,中,4,1962,板楼,衡山路,107656,900,0,0
9号线,星中路,宏明雅舍,2,1,75.83,南,,简装,0,低,6,1994,板楼,静安新城,48794,370,0,0
2号线,川沙,翔川家园,2,1,64.54,南,,精装,0,中,6,2008,板楼,川沙,56555,365,0,0
2号线,北新泾,新泾四村,2,1,53.97,东,北,简装,0,高,6,1993,板楼,北新泾,45396,245,0,0
9号线,松江体育中心,人乐一村,2,1,51.05,南,,简装,0,中,6,1981,板楼,松江老城,32322,165,0,0
5号线,金平路,鹤北新苑,3,2,114.74,南,,精装,0,低,6,1999,板楼,老闵行,43752,502,0,0
